UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
2271,L51628,L,302.4,310.3,1374,51.2,163,1,Heat Dissipation Failure
2272,M19309,M,302.4,310.3,1378,54.3,165,1,Heat Dissipation Failure
2273,L51642,L,302.7,310.5,1263,67.8,197,1,Heat Dissipation Failure
2274,L51649,L,302.7,310.5,1446,40.9,211,1,Tool Wear Failure
2275,L51655,L,302.7,310.5,1351,41.8,10,1,Heat Dissipation Failure
2276,H33894,H,302.7,310.4,1305,55.2,20,1,Heat Dissipation Failure
2277,L51675,L,302.6,310.4,1359,57.2,67,1,Heat Dissipation Failure
2278,L51681,L,302.5,310.2,1307,54,86,1,Heat Dissipation Failure
2279,L51690,L,302.4,310.2,1346,62.4,106,1,Heat Dissipation Failure
2280,M19387,M,302.4,310.5,1372,45.7,144,1,Heat Dissipation Failure
2281,M19393,M,302.4,310.3,1375,52.5,161,1,Heat Dissipation Failure
2282,L51716,L,302.4,310.2,1351,45.1,168,1,Heat Dissipation Failure
2283,L51724,L,302.5,310.4,1349,55.1,187,1,Heat Dissipation Failure
2284,M19416,M,302.7,310.6,1349,51.2,6,1,Heat Dissipation Failure
2285,L51738,L,302.7,310.7,1369,47.5,11,1,Heat Dissipation Failure
2286,H33979,H,302.7,310.8,1275,55,25,1,Heat Dissipation Failure
2287,L51427,L,302.6,311,1369,60,93,1,Heat Dissipation Failure
2288,L51429,L,302.5,310.9,1330,56.9,97,1,Heat Dissipation Failure
2289,H33665,H,302.5,310.9,1356,55.5,101,1,Heat Dissipation Failure
2290,M19113,M,302.6,311,1329,48.6,111,1,Heat Dissipation Failure
2291,L51434,L,302.6,311,1284,68,114,1,Power Failure
2292,M19118,M,302.7,311.1,1297,60.7,125,1,Heat Dissipation Failure
2293,L51450,L,302.6,310.9,1331,52,154,1,Heat Dissipation Failure
2294,L51459,L,302,310.1,1361,45.4,174,1,Heat Dissipation Failure
2295,L51462,L,301.9,309.9,1374,48.5,180,1,Heat Dissipation Failure
2296,M19143,M,301.8,309.9,1334,61,182,1,Heat Dissipation Failure
2297,L51465,L,301.7,309.9,1317,49,187,1,Heat Dissipation Failure
2298,M19152,M,301.8,310.1,2372,13.9,205,1,Power Failure
2299,L51476,L,301.8,310.2,2825,5.8,215,1,Power Failure
2301,L51487,L,301.4,309.9,1259,63.9,20,1,Heat Dissipation Failure
2302,L51503,L,301.8,310.3,1341,50.5,64,1,Heat Dissipation Failure
2303,L51506,L,301.6,310.1,1362,55.8,70,1,Heat Dissipation Failure
2304,L51508,L,301.6,310.1,1326,48.2,77,1,Heat Dissipation Failure
2305,M19202,M,301.7,309.8,1284,68.2,111,1,Power Failure
2306,M19213,M,302,309.7,1386,62.7,142,1,Power Failure
2307,H33769,H,302,309.8,1280,57.3,147,1,Heat Dissipation Failure
2308,M19221,M,302.1,310.1,1379,48.2,166,1,Heat Dissipation Failure
2309,L51550,L,302,309.9,1308,57.6,197,1,Heat Dissipation Failure
2310,L51563,L,301.7,309.5,1298,65.5,229,1,Heat Dissipation Failure
2311,L51565,L,301.8,309.7,1442,45.3,233,1,Tool Wear Failure
2312,M19249,M,302.1,310,1355,45.1,6,1,Heat Dissipation Failure
2313,M19251,M,302.2,310.1,1368,51.6,12,1,Heat Dissipation Failure
2314,L51580,L,302.3,310.1,1353,50.9,36,1,Heat Dissipation Failure
2315,L51585,L,302.4,310.2,1331,45.5,53,1,Heat Dissipation Failure
2316,L51586,L,302.5,310.3,1326,58.5,55,1,Heat Dissipation Failure
2317,M19269,M,302.4,310.1,1358,54.6,61,1,Heat Dissipation Failure
2318,L51597,L,302.6,310.4,1365,66.8,80,1,Power Failure
2319,M19279,M,302.6,310.2,2676,10.8,84,1,Power Failure
2320,L51601,L,302.6,310.2,1325,62.4,92,1,Heat Dissipation Failure
2321,M19287,M,302.4,310.1,1379,48.9,107,1,Heat Dissipation Failure
2322,L51615,L,302.3,310.1,1321,52.7,134,1,Heat Dissipation Failure
2323,L51621,L,302.5,310.2,1329,50.6,148,1,Heat Dissipation Failure
2324,L51628,L,302.4,310.3,1374,51.2,163,1,Heat Dissipation Failure
2325,M19309,M,302.4,310.3,1378,54.3,165,1,Heat Dissipation Failure
2326,L51642,L,302.7,310.5,1263,67.8,197,1,Heat Dissipation Failure
2327,L51649,L,302.7,310.5,1446,40.9,211,1,Tool Wear Failure
2328,L51655,L,302.7,310.5,1351,41.8,10,1,Heat Dissipation Failure
2329,H33894,H,302.7,310.4,1305,55.2,20,1,Heat Dissipation Failure
2330,L51675,L,302.6,310.4,1359,57.2,67,1,Heat Dissipation Failure
2331,L51681,L,302.5,310.2,1307,54,86,1,Heat Dissipation Failure
2334,L51690,L,302.4,310.2,1346,62.4,106,1,Heat Dissipation Failure
2335,M19387,M,302.4,310.5,1372,45.7,144,1,Heat Dissipation Failure
2336,M19393,M,302.4,310.3,1375,52.5,161,1,Heat Dissipation Failure
2337,L51716,L,302.4,310.2,1351,45.1,168,1,Heat Dissipation Failure
2338,L51724,L,302.5,310.4,1349,55.1,187,1,Heat Dissipation Failure
2339,M19416,M,302.7,310.6,1349,51.2,6,1,Heat Dissipation Failure
2340,L51738,L,302.7,310.7,1369,47.5,11,1,Heat Dissipation Failure
2341,H33979,H,302.7,310.8,1275,55,25,1,Heat Dissipation Failure
2342,L51750,L,302.8,310.9,1312,52.2,40,1,Heat Dissipation Failure
2343,L51759,L,303,311.2,1374,48.2,65,1,Heat Dissipation Failure
2344,L51776,L,303,311.2,1361,47.6,106,1,Heat Dissipation Failure
2345,L51780,L,303,311,1359,44.2,115,1,Heat Dissipation Failure
2346,M19461,M,303,311.1,1372,54.3,117,1,Heat Dissipation Failure
2347,L51791,L,303,311.3,1365,56.2,146,1,Heat Dissipation Failure
2348,M19478,M,303,311.3,1335,53.6,164,1,Heat Dissipation Failure
2349,L51800,L,303.1,311.3,1336,52.6,172,1,Heat Dissipation Failure
2350,L51801,L,303,311.2,1341,51,174,1,Heat Dissipation Failure
2351,M19492,M,302.9,311.2,1330,53.7,200,1,Heat Dissipation Failure
2352,L51822,L,303.2,311.4,1238,54.6,226,1,Heat Dissipation Failure
2353,L51823,L,303.2,311.4,1324,54.2,228,1,Heat Dissipation Failure
2354,L51826,L,303.3,311.4,1497,46,234,1,Tool Wear Failure
2355,L51831,L,303.2,311.4,1349,51.1,9,1,Heat Dissipation Failure
2356,L51841,L,303.3,311.3,1350,48.1,32,1,Heat Dissipation Failure
2357,M19525,M,303.4,311.4,1307,54,44,1,Heat Dissipation Failure
2358,M19529,M,303.3,311.5,1373,47.3,60,1,Heat Dissipation Failure
2359,M19544,M,303.6,311.8,1421,44.8,101,1,No Failure
2360,L51882,L,303.6,311.8,1222,66.8,148,1,Heat Dissipation Failure
2361,L51898,L,303.3,311.6,1337,56.8,187,1,Heat Dissipation Failure
2362,M19580,M,303.4,311.7,1353,44.1,192,1,Heat Dissipation Failure
2363,L51903,L,303.4,311.8,1366,50.9,200,1,Heat Dissipation Failure
2364,M19587,M,303.4,311.8,1341,47,210,1,Heat Dissipation Failure
2365,L51909,L,303.4,311.8,1306,61,215,1,Heat Dissipation Failure
2366,L51911,L,303.3,311.6,1301,45.1,219,1,Heat Dissipation Failure
2367,M19597,M,303.2,311.5,1336,58.2,2,1,Heat Dissipation Failure
2368,L51919,L,303.2,311.4,1351,53.8,8,1,Heat Dissipation Failure
2369,L51928,L,303.2,311.2,1363,46.7,29,1,Heat Dissipation Failure
2370,L51935,L,303.4,311.7,1295,51.3,51,1,Heat Dissipation Failure
2371,L51939,L,303.5,311.6,1361,46.5,62,1,Heat Dissipation Failure
2372,H34175,H,303.7,311.9,1332,52.7,66,1,Heat Dissipation Failure
2373,M19622,M,303.7,312,2663,11.4,71,1,Power Failure
2374,L51948,L,303.6,312,1309,52.9,86,1,Heat Dissipation Failure
2375,L51950,L,303.5,311.9,1344,49.3,93,1,Heat Dissipation Failure
2376,H34192,H,303.6,312.2,1371,54.6,112,1,Heat Dissipation Failure
2377,L51994,L,303.4,311.8,1401,53,208,1,Overstrain Failure
2378,L51996,L,303.4,312,1521,35.9,215,1,Tool Wear Failure
2379,L52011,L,303.5,312,1366,54.5,30,1,Heat Dissipation Failure
2380,L52013,L,303.4,311.9,1377,41.6,34,1,Heat Dissipation Failure
2381,L52016,L,303.3,311.8,1315,62,42,1,Heat Dissipation Failure
2382,L52020,L,303.4,311.9,1298,63.9,59,1,Heat Dissipation Failure
2383,M19704,M,303.4,311.8,1316,50.9,69,1,Heat Dissipation Failure
2384,L52031,L,303.7,312.1,1363,51.8,90,1,Heat Dissipation Failure
2385,L52100,L,303.4,312.2,1337,69.4,52,1,Power Failure
2386,L52116,L,303.5,312.4,1284,70.6,94,1,Power Failure
2387,L52156,L,303.7,312.7,1359,56.8,194,1,Overstrain Failure
2388,L52164,L,303.8,313.1,1256,58.7,213,1,Overstrain Failure
2389,L52168,L,303.8,313.1,2497,13,5,1,Power Failure
2390,M19857,M,303.6,312.8,2659,11.4,26,1,Power Failure
2391,H34462,H,304,313.2,1271,68.6,161,1,Power Failure
2392,L52241,L,304,312.9,1363,62.5,200,1,Overstrain Failure
2393,L52321,L,304.4,313.7,1509,35,205,1,Tool Wear Failure
2394,L52399,L,303.8,313,1365,59.9,205,1,Overstrain Failure
2395,M20169,M,303.9,313.2,1422,48,215,1,Tool Wear Failure
2396,M20194,M,303.4,312.6,2706,9.8,65,1,Power Failure
2397,M20254,M,302.8,312.3,1262,70.5,234,1,Power Failure
2398,H34813,H,302.8,312.4,1411,53.8,246,1,Overstrain Failure
2399,L52580,L,302.7,312.4,1477,46.3,251,1,Overstrain Failure
2400,M20261,M,302.6,312.3,1454,54.8,253,1,Tool Wear Failure
2401,L52668,L,302.7,312.2,1450,52.1,213,1,Overstrain Failure
2402,L52670,L,302.6,312.1,1288,68.5,0,1,Power Failure
2403,M20396,M,302.3,311.8,1363,54,119,1,No Failure
2404,M20475,M,303,312.2,1257,71.3,122,1,Power Failure
2405,L52797,L,303.1,312.4,1404,61.5,127,1,Power Failure
2406,L52886,L,302.4,311.9,1290,70,139,1,Power Failure
2407,L52914,L,302.3,311.8,1369,56.2,208,1,Overstrain Failure
2408,H35323,H,300.7,310.2,1364,65.3,208,1,Power Failure
2409,L53121,L,300.6,310.7,1438,48.5,78,1,No Failure
2410,M20859,M,300.4,310.2,1671,30.5,234,1,Tool Wear Failure
2411,L53204,L,300.7,310.9,1356,65.3,66,1,Power Failure
2412,L53258,L,300.8,310.7,1339,59.1,203,1,Overstrain Failure
2413,L53333,L,301,311.1,1236,64.4,177,1,Overstrain Failure
2414,L53339,L,301,311,1399,58,190,1,Overstrain Failure
2415,L53352,L,300.8,310.6,1577,37.9,227,1,Tool Wear Failure
2416,L53358,L,301.1,310.9,1282,67.9,10,1,Power Failure
2417,L53428,L,300.8,310.1,1405,61.2,189,1,Power Failure
2418,L53435,L,301,310.5,1379,57.3,204,1,Overstrain Failure
2419,L53436,L,301,310.6,1493,37.8,206,1,Tool Wear Failure
2420,H35754,H,300.5,309.9,1397,45.9,210,1,Tool Wear Failure
2421,H35833,H,300.3,309.9,1394,46.7,210,1,Tool Wear Failure
2422,L53658,L,300.5,309.8,1663,29.1,145,1,No Failure
2423,L53677,L,300.8,309.9,1312,65.3,192,1,Overstrain Failure
2424,L53705,L,301.1,310.4,1312,73.6,49,1,Power Failure
2425,M21400,M,301.4,310.7,1368,63.7,92,1,Power Failure
2426,M21478,M,301.6,310.6,1309,65.8,75,1,Power Failure
2428,L53853,L,301.6,310.7,1380,51.8,216,1,Overstrain Failure
2429,M21538,M,301.5,310.7,1336,65.6,0,1,Power Failure
2430,L53939,L,301.7,311,1441,44.3,208,1,Tool Wear Failure
2431,M21659,M,301.1,310.7,2636,12.2,100,1,Power Failure
2432,L54104,L,301.2,311.6,1461,52.9,208,1,Overstrain Failure
2433,L54112,L,300.8,311.4,1322,67.2,18,1,Power Failure
2434,L54170,L,300.7,311.1,2478,13.4,170,1,Power Failure
2435,L54191,L,300.5,310.5,2633,12.2,17,1,Power Failure
2436,L54263,L,300.7,310.4,1416,61.8,209,1,Power Failure
2437,L54267,L,300.6,310.3,1648,30.5,217,1,Tool Wear Failure
2438,L54347,L,300.3,310.3,1362,60.3,206,1,Overstrain Failure
2439,L54460,L,299.9,310.2,1288,69.6,62,1,Power Failure
2440,M22286,M,300,311.4,1692,29,216,1,Tool Wear Failure
2441,L54689,L,300.6,311.9,1372,60.1,212,1,Overstrain Failure
2442,L54690,L,300.5,311.8,1524,38.9,214,1,Tool Wear Failure
2443,L54716,L,300.1,311.3,2579,12.5,64,1,Power Failure
2444,M22424,M,300.3,311.2,1381,65.2,136,1,Power Failure
2446,L54749,L,300.2,311,1255,71.8,149,1,Power Failure
2447,M22451,M,300.5,311.1,1296,61.3,202,1,Overstrain Failure
2448,L54773,L,300.5,311.2,1270,67.5,208,1,Overstrain Failure
2449,L54849,L,300.7,311.8,1336,58.4,189,1,Overstrain Failure
2450,M22547,M,300.7,311.7,2097,18.9,232,1,Tool Wear Failure
2451,L54936,L,300.5,311.8,1368,57.9,191,1,Overstrain Failure
2452,L54939,L,300.4,311.8,1272,59.2,198,1,Overstrain Failure
2453,L54943,L,300.4,311.6,1200,76.6,3,1,Power Failure
2454,M22709,M,300.3,311.7,1374,47.9,222,1,Tool Wear Failure
2455,L55064,L,300.8,312.4,1465,59.1,91,1,Power Failure
2456,L55106,L,300.7,311.9,1335,57.1,194,1,Overstrain Failure
2457,M22857,M,301,312.2,2710,9.7,143,1,Power Failure
2458,L55206,L,300.7,311.9,1399,50.2,222,1,Overstrain Failure
2459,M22971,M,300.4,311.8,1553,33.1,209,1,Tool Wear Failure
2460,L55372,L,299.6,310.9,1229,65.2,209,1,Overstrain Failure
2461,L55375,L,299.4,310.8,1376,53.9,215,1,Overstrain Failure
2462,L55379,L,299.2,310.7,1737,27,225,1,Tool Wear Failure
2463,M23105,M,299,310.3,1303,68.6,111,1,Power Failure
2464,M23167,M,298.7,310.1,1402,69.7,64,1,Power Failure
2465,L55537,L,298.5,309.5,1385,46.3,203,1,Tool Wear Failure
2466,L55578,L,298.5,309.7,2617,12.1,102,1,Power Failure
2467,L55617,L,298.7,309.8,1181,65.9,203,1,Overstrain Failure
2468,L55686,L,298.4,309.6,1710,27.3,163,1,No Failure
2469,M23442,M,297.5,308.1,1334,72,151,1,Power Failure
2470,L55788,L,297.4,308.4,1369,50.6,220,1,Overstrain Failure
2471,L55789,L,297.4,308.3,1475,40.5,222,1,Tool Wear Failure
2472,L55870,L,297.1,308.5,1323,44.4,207,1,Tool Wear Failure
2473,M23706,M,297.4,308.8,1325,62.4,204,1,Tool Wear Failure
2474,M23786,M,297.3,308.3,1459,59.6,207,1,Power Failure
2475,M23874,M,297.2,308.1,1340,61.3,207,1,Overstrain Failure
2476,L56195,L,297.2,308.1,1431,49.7,210,1,No Failure
2477,L56196,L,297.3,308.2,1396,52.7,212,1,Overstrain Failure
2478,L56198,L,297.3,308.1,1615,35.4,217,1,Tool Wear Failure
2479,L56264,L,297.2,307.9,1326,75.4,172,1,Power Failure
2480,L56354,L,297.8,308.9,1871,25.6,200,1,Tool Wear Failure
2481,L56355,L,297.8,309,1403,64.2,0,1,Power Failure
2482,L56594,L,298.1,308.6,1354,53.9,207,1,Overstrain Failure
2483,L56673,L,299.1,309.8,1398,55.4,217,1,Overstrain Failure
2484,L56756,L,299.6,310.7,1922,23.3,205,1,Tool Wear Failure
2485,L56793,L,299,310.2,1377,62.5,92,1,Power Failure
2486,L56833,L,299,309.9,1373,55.7,201,1,Overstrain Failure
2487,L56834,L,299.1,310,1367,56.3,203,1,Overstrain Failure
2488,L56839,L,298.9,309.8,1287,61.9,216,1,Overstrain Failure
2489,L56843,L,299.1,310.1,1435,48.8,229,1,Overstrain Failure
2490,L56844,L,299.1,310.2,1317,54.8,231,1,Overstrain Failure
2491,L56847,L,299.2,310.3,1352,48.9,238,1,Overstrain Failure
2492,L56938,L,298.6,309.8,2271,16.2,218,1,Tool Wear Failure
2493,L56944,L,298.5,309.5,1294,66.7,12,1,Power Failure
2494,L57002,L,298.5,309.4,1360,60.9,187,1,Overstrain Failure
2496,L57010,L,298.3,309.3,1337,56.1,206,1,Overstrain Failure
2497,L57154,L,298.6,308.2,1361,68.2,172,1,Power Failure
2498,M21659,M,301.1,310.7,2636,12.2,100,1,Power Failure
2499,L54104,L,301.2,311.6,1461,52.9,208,1,Overstrain Failure
2500,L54112,L,300.8,311.4,1322,67.2,18,1,Power Failure
2501,L54170,L,300.7,311.1,2478,13.4,170,1,Power Failure
2502,L54191,L,300.5,310.5,2633,12.2,17,1,Power Failure
2504,L54263,L,300.7,310.4,1416,61.8,209,1,Power Failure
2505,L54267,L,300.6,310.3,1648,30.5,217,1,Tool Wear Failure
2506,L54347,L,300.3,310.3,1362,60.3,206,1,Overstrain Failure
2507,L54460,L,299.9,310.2,1288,69.6,62,1,Power Failure
2508,M22286,M,300,311.4,1692,29,216,1,Tool Wear Failure
2509,L54689,L,300.6,311.9,1372,60.1,212,1,Overstrain Failure
2510,L54690,L,300.5,311.8,1524,38.9,214,1,Tool Wear Failure
2511,L54716,L,300.1,311.3,2579,12.5,64,1,Power Failure
2512,M22424,M,300.3,311.2,1381,65.2,136,1,Power Failure
2513,L54749,L,300.2,311,1255,71.8,149,1,Power Failure
2514,M22451,M,300.5,311.1,1296,61.3,202,1,Overstrain Failure
2515,L54773,L,300.5,311.2,1270,67.5,208,1,Overstrain Failure
2516,L54849,L,300.7,311.8,1336,58.4,189,1,Overstrain Failure
2517,M22547,M,300.7,311.7,2097,18.9,232,1,Tool Wear Failure
2518,L54936,L,300.5,311.8,1368,57.9,191,1,Overstrain Failure
2519,L54939,L,300.4,311.8,1272,59.2,198,1,Overstrain Failure
2520,L54943,L,300.4,311.6,1200,76.6,3,1,Power Failure
2521,M22709,M,300.3,311.7,1374,47.9,222,1,Tool Wear Failure
2522,L55064,L,300.8,312.4,1465,59.1,91,1,Power Failure
2523,L55106,L,300.7,311.9,1335,57.1,194,1,Overstrain Failure
2524,M22857,M,301,312.2,2710,9.7,143,1,Power Failure
2525,L55206,L,300.7,311.9,1399,50.2,222,1,Overstrain Failure
2526,M22971,M,300.4,311.8,1553,33.1,209,1,Tool Wear Failure
2527,L55372,L,299.6,310.9,1229,65.2,209,1,Overstrain Failure
2528,L55375,L,299.4,310.8,1376,53.9,215,1,Overstrain Failure
2529,L55379,L,299.2,310.7,1737,27,225,1,Tool Wear Failure
2530,M23105,M,299,310.3,1303,68.6,111,1,Power Failure
2531,M23167,M,298.7,310.1,1402,69.7,64,1,Power Failure
2532,L55537,L,298.5,309.5,1385,46.3,203,1,Tool Wear Failure
2533,L55578,L,298.5,309.7,2617,12.1,102,1,Power Failure
2534,L55617,L,298.7,309.8,1181,65.9,203,1,Overstrain Failure
2535,L55686,L,298.4,309.6,1710,27.3,163,1,No Failure
2536,M23442,M,297.5,308.1,1334,72,151,1,Power Failure
2537,L55788,L,297.4,308.4,1369,50.6,220,1,Overstrain Failure
2538,L55789,L,297.4,308.3,1475,40.5,222,1,Tool Wear Failure
2539,L55870,L,297.1,308.5,1323,44.4,207,1,Tool Wear Failure
2540,M23706,M,297.4,308.8,1325,62.4,204,1,Tool Wear Failure
2541,M23786,M,297.3,308.3,1459,59.6,207,1,Power Failure
2542,M23874,M,297.2,308.1,1340,61.3,207,1,Overstrain Failure
2543,L56195,L,297.2,308.1,1431,49.7,210,1,No Failure
2544,L56196,L,297.3,308.2,1396,52.7,212,1,Overstrain Failure
2545,L56198,L,297.3,308.1,1615,35.4,217,1,Tool Wear Failure
2546,L56264,L,297.2,307.9,1326,75.4,172,1,Power Failure
2547,L56354,L,297.8,308.9,1871,25.6,200,1,Tool Wear Failure
2548,L56355,L,297.8,309,1403,64.2,0,1,Power Failure
2549,L56594,L,298.1,308.6,1354,53.9,207,1,Overstrain Failure
2550,L56673,L,299.1,309.8,1398,55.4,217,1,Overstrain Failure
2551,L56756,L,299.6,310.7,1922,23.3,205,1,Tool Wear Failure
2552,L56793,L,299,310.2,1377,62.5,92,1,Power Failure
2553,L56833,L,299,309.9,1373,55.7,201,1,Overstrain Failure
2554,L56834,L,299.1,310,1367,56.3,203,1,Overstrain Failure
2555,L56839,L,298.9,309.8,1287,61.9,216,1,Overstrain Failure
2556,L56843,L,299.1,310.1,1435,48.8,229,1,Overstrain Failure
2557,L56844,L,299.1,310.2,1317,54.8,231,1,Overstrain Failure
2558,L56847,L,299.2,310.3,1352,48.9,238,1,Overstrain Failure
2559,L56938,L,298.6,309.8,2271,16.2,218,1,Tool Wear Failure
2560,L56944,L,298.5,309.5,1294,66.7,12,1,Power Failure
2561,L57002,L,298.5,309.4,1360,60.9,187,1,Overstrain Failure
2562,L57010,L,298.3,309.3,1337,56.1,206,1,Overstrain Failure
2563,L57154,L,298.6,308.2,1361,68.2,172,1,Power Failure
2564,L55617,L,298.7,309.8,1181,65.9,203,1,Overstrain Failure
2565,L55686,L,298.4,309.6,1710,27.3,163,1,No Failure
2566,M23442,M,297.5,308.1,1334,72,151,1,Power Failure
2567,L55788,L,297.4,308.4,1369,50.6,220,1,Overstrain Failure
2568,L55789,L,297.4,308.3,1475,40.5,222,1,Tool Wear Failure
2569,L55870,L,297.1,308.5,1323,44.4,207,1,Tool Wear Failure
2570,M23706,M,297.4,308.8,1325,62.4,204,1,Tool Wear Failure
2571,M23786,M,297.3,308.3,1459,59.6,207,1,Power Failure
2572,M23874,M,297.2,308.1,1340,61.3,207,1,Overstrain Failure
2573,L56195,L,297.2,308.1,1431,49.7,210,1,No Failure
2574,L56196,L,297.3,308.2,1396,52.7,212,1,Overstrain Failure
2575,L56198,L,297.3,308.1,1615,35.4,217,1,Tool Wear Failure
2576,L56264,L,297.2,307.9,1326,75.4,172,1,Power Failure
2577,L56354,L,297.8,308.9,1871,25.6,200,1,Tool Wear Failure
2578,L56355,L,297.8,309,1403,64.2,0,1,Power Failure
2579,L56594,L,298.1,308.6,1354,53.9,207,1,Overstrain Failure
2580,L56673,L,299.1,309.8,1398,55.4,217,1,Overstrain Failure
2581,L56756,L,299.6,310.7,1922,23.3,205,1,Tool Wear Failure
2583,L56793,L,299,310.2,1377,62.5,92,1,Power Failure
2584,L56833,L,299,309.9,1373,55.7,201,1,Overstrain Failure
2585,L56834,L,299.1,310,1367,56.3,203,1,Overstrain Failure
2586,L56839,L,298.9,309.8,1287,61.9,216,1,Overstrain Failure
2587,L56843,L,299.1,310.1,1435,48.8,229,1,Overstrain Failure
2588,L56844,L,299.1,310.2,1317,54.8,231,1,Overstrain Failure
2589,L56847,L,299.2,310.3,1352,48.9,238,1,Overstrain Failure
2590,L56938,L,298.6,309.8,2271,16.2,218,1,Tool Wear Failure
2591,L56944,L,298.5,309.5,1294,66.7,12,1,Power Failure
2592,L57002,L,298.5,309.4,1360,60.9,187,1,Overstrain Failure
2593,L57010,L,298.3,309.3,1337,56.1,206,1,Overstrain Failure
2594,L57154,L,298.6,308.2,1361,68.2,172,1,Power Failure
2595,M21659,M,301.1,310.7,2636,12.2,100,1,Power Failure
2596,L54104,L,301.2,311.6,1461,52.9,208,1,Overstrain Failure
2597,L54112,L,300.8,311.4,1322,67.2,18,1,Power Failure
2598,L54170,L,300.7,311.1,2478,13.4,170,1,Power Failure
2600,L54191,L,300.5,310.5,2633,12.2,17,1,Power Failure
2601,L54263,L,300.7,310.4,1416,61.8,209,1,Power Failure
2602,L54267,L,300.6,310.3,1648,30.5,217,1,Tool Wear Failure
2603,L54347,L,300.3,310.3,1362,60.3,206,1,Overstrain Failure
2604,L54460,L,299.9,310.2,1288,69.6,62,1,Power Failure
2605,M22286,M,300,311.4,1692,29,216,1,Tool Wear Failure
2606,L54689,L,300.6,311.9,1372,60.1,212,1,Overstrain Failure
2607,L54690,L,300.5,311.8,1524,38.9,214,1,Tool Wear Failure
2608,L54716,L,300.1,311.3,2579,12.5,64,1,Power Failure
2609,M22424,M,300.3,311.2,1381,65.2,136,1,Power Failure
2610,L54749,L,300.2,311,1255,71.8,149,1,Power Failure
2611,M22451,M,300.5,311.1,1296,61.3,202,1,Overstrain Failure
2612,L54773,L,300.5,311.2,1270,67.5,208,1,Overstrain Failure
2613,L54849,L,300.7,311.8,1336,58.4,189,1,Overstrain Failure
2614,M22547,M,300.7,311.7,2097,18.9,232,1,Tool Wear Failure
2615,L54936,L,300.5,311.8,1368,57.9,191,1,Overstrain Failure
2616,L54939,L,300.4,311.8,1272,59.2,198,1,Overstrain Failure
2617,L54943,L,300.4,311.6,1200,76.6,3,1,Power Failure
2618,M22709,M,300.3,311.7,1374,47.9,222,1,Tool Wear Failure
2619,L55064,L,300.8,312.4,1465,59.1,91,1,Power Failure
2620,L55106,L,300.7,311.9,1335,57.1,194,1,Overstrain Failure
2621,M22857,M,301,312.2,2710,9.7,143,1,Power Failure
2622,L55206,L,300.7,311.9,1399,50.2,222,1,Overstrain Failure
2623,M22971,M,300.4,311.8,1553,33.1,209,1,Tool Wear Failure
2624,L55372,L,299.6,310.9,1229,65.2,209,1,Overstrain Failure
2625,L55375,L,299.4,310.8,1376,53.9,215,1,Overstrain Failure
2626,L55379,L,299.2,310.7,1737,27,225,1,Tool Wear Failure
2627,M23105,M,299,310.3,1303,68.6,111,1,Power Failure
2628,M23167,M,298.7,310.1,1402,69.7,64,1,Power Failure
2629,L55537,L,298.5,309.5,1385,46.3,203,1,Tool Wear Failure
2630,L55578,L,298.5,309.7,2617,12.1,102,1,Power Failure
2631,L55617,L,298.7,309.8,1181,65.9,203,1,Overstrain Failure
2632,L55686,L,298.4,309.6,1710,27.3,163,1,No Failure
2633,M23442,M,297.5,308.1,1334,72,151,1,Power Failure
2634,L55788,L,297.4,308.4,1369,50.6,220,1,Overstrain Failure
2635,L55789,L,297.4,308.3,1475,40.5,222,1,Tool Wear Failure
2636,L55870,L,297.1,308.5,1323,44.4,207,1,Tool Wear Failure
2637,M23706,M,297.4,308.8,1325,62.4,204,1,Tool Wear Failure
2638,M23786,M,297.3,308.3,1459,59.6,207,1,Power Failure
2639,M23874,M,297.2,308.1,1340,61.3,207,1,Overstrain Failure
2640,L56195,L,297.2,308.1,1431,49.7,210,1,No Failure
2641,L56196,L,297.3,308.2,1396,52.7,212,1,Overstrain Failure
2642,L56198,L,297.3,308.1,1615,35.4,217,1,Tool Wear Failure
2643,L56264,L,297.2,307.9,1326,75.4,172,1,Power Failure
2644,L56354,L,297.8,308.9,1871,25.6,200,1,Tool Wear Failure
2645,L56355,L,297.8,309,1403,64.2,0,1,Power Failure
2646,L56594,L,298.1,308.6,1354,53.9,207,1,Overstrain Failure
2647,L56673,L,299.1,309.8,1398,55.4,217,1,Overstrain Failure
